CATEGORY,FOOD ITEM,QUANTITY,UNIT,PROTEIN,NET CARBS,DIETARY FIBRE,TOTAL SUGARS,FATS,CALORIES,unit_category,Protein_Level,Carbs_Level,Fats_Level,Refined_Cluster_Description,Cluster_Number,Reverse_Cluster_Number
RICE,"Rice, white, uncooked",100,G,7.0,74.0,0.8,0.0,0.9,333.7,Base Units,Medium,Very High,Low,"Medium, Very High, Low",71,53
RICE,"Rice, white, boiled or rice cooker, no added salt",100,G,3.1,34.7,0.8,0.1,0.2,154.6,Base Units,Low,High,Very Low,"Low, High, Very Low",40,84
RICE,"Rice, white, purchased as 'instant', microwaved",100,G,3.4,32.5,1.0,0.0,0.6,151.0,Base Units,Low,High,Low,"Low, High, Low",41,83
RICE,"Rice, white, fried with bacon or ham, egg, prawns & vegetables",100,G,5.7,29.5,1.0,0.4,8.5,219.3,Base Units,Medium,High,High,"Medium, High, High",68,56
RICE,"Rice, brown, uncooked",100,G,7.6,69.1,3.5,1.1,3.1,341.7,Base Units,High,Very High,Low,"High, Very High, Low",96,28
RICE,"Rice, brown, boiled, no added salt",100,G,4.1,33.5,1.7,0.3,1.1,163.7,Base Units,Low,High,Low,"Low, High, Low",41,83
RICE,"Rice, wild, uncooked",100,G,14.7,68.7,6.2,2.5,1.1,355.9,Base Units,High,Very High,Low,"High, Very High, Low",96,28
RICE,"Rice, wild, boiled, no added salt",100,G,4.0,19.5,1.8,0.7,0.3,100.3,Base Units,Low,High,Very Low,"Low, High, Very Low",40,84
RICE,"Rice paper wrapper, soaked in water",100,G,3.3,32.2,1.0,0.2,0.9,152.1,Base Units,Low,High,Low,"Low, High, Low",41,83
SALAD DRESSING,"Dressing, French or Italian, regular fat, commercial",100,G,0.1,11.7,0.0,11.4,19.6,223.6,Base Units,Very Low,Medium,Very High,"Very Low, Medium, Very High",14,110
SALAD DRESSING,"Dressing, thousand island, regular fat, commercial",100,G,1.0,16.6,1.4,14.7,31.8,359.4,Base Units,Very Low,High,Very High,"Very Low, High, Very High",19,105
SALAD DRESSING,"Mayonnaise, traditional (greater than 65% fat), commercial",100,G,0.8,8.7,0.5,7.9,67.2,643.8,Base Units,Very Low,Medium,Very High,"Very Low, Medium, Very High",14,110
SALAD DRESSING,"Mayonnaise, low fat, commercial",100,G,0.5,27.1,0.0,20.5,1.8,126.6,Base Units,Very Low,High,Low,"Very Low, High, Low",16,108
SALAMI,"Salami, danish",100,G,19.6,1.2,0.0,0.8,40.2,445.0,Base Units,High,Low,Very High,"High, Low, Very High",84,40
SALAMI,"Salami, hungarian",100,G,21.6,0.9,0.0,0.0,37.4,426.6,Base Units,Very High,Low,Very High,"Very High, Low, Very High",109,15
SALAMI,"Salami, mettwurst",100,G,21.9,0.8,0.0,0.5,37.5,428.3,Base Units,Very High,Low,Very High,"Very High, Low, Very High",109,15
SALAMI,"Salami, milano",100,G,21.7,2.2,0.0,1.0,36.9,427.7,Base Units,Very High,Low,Very High,"Very High, Low, Very High",109,15
SALAMI,"Salami, pepperoni",100,G,23.5,1.6,0.0,0.8,36.1,425.3,Base Units,Very High,Low,Very High,"Very High, Low, Very High",109,15
SALAMI,"Salami, all varieties, raw",100,G,21.9,0.4,0.5,0.0,27.4,336.8,Base Units,Very High,Low,Very High,"Very High, Low, Very High",109,15
SALT,"Salt substitute, potassium chloride",100,G,0.0,0.0,0.0,0.0,0.0,0.0,Base Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SALT,"Salt, table, iodised",100,G,0.0,0.0,0.0,0.0,0.0,0.0,Base Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SALT,"Salt, table, non-iodised",100,G,0.0,0.0,0.0,0.0,0.0,0.0,Base Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SAUCE,"Sauce, barbecue, commercial",100,G,0.8,42.2,0.9,38.4,0.1,174.7,Base Units,Very Low,Very High,Very Low,"Very Low, Very High, Very Low",20,104
SAUCE,"Sauce, butter chicken, commercial",100,G,1.3,5.8,1.9,3.6,7.6,100.6,Base Units,Very Low,Low,High,"Very Low, Low, High",8,116
SAUCE,"Sauce, cranberry, commercial",100,G,0.0,40.0,1.1,40.0,0.0,162.2,Base Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
SAUCE,"Sauce, fish, commercial",100,G,6.8,4.4,1.2,4.4,0.3,49.9,Base Units,Medium,Low,Very Low,"Medium, Low, Very Low",55,69
SAUCE,"Sauce, hoi sin (hoisin), commercial",100,G,1.6,37.2,10.4,33.5,5.4,224.6,Base Units,Low,High,Medium,"Low, High, Medium",42,82
SAUCE,"Sauce, oyster, commercial",100,G,2.8,21.0,0.3,15.6,1.0,104.8,Base Units,Low,High,Low,"Low, High, Low",41,83
SAUCE,"Sauce, pasta or simmer, commercial, low fat",100,G,0.8,6.6,1.3,3.5,2.9,58.3,Base Units,Very Low,Low,Low,"Very Low, Low, Low",6,118
SAUCE,"Sauce, pasta, basil pesto, commercial",100,G,5.3,7.4,1.5,2.1,37.1,387.7,Base Units,Medium,Medium,Very High,"Medium, Medium, Very High",64,60
SAUCE,"Sauce, pasta, bolognese, homemade using beef mince & commercial tomato based sauce",100,G,10.0,3.9,1.1,3.3,6.2,113.6,Base Units,High,Low,Medium,"High, Low, Medium",82,42
SAUCE,"Sauce, pasta, bolognese, homemade using beef mince & homemade tomato based sauce",100,G,8.8,3.8,1.4,3.2,4.5,93.7,Base Units,High,Low,Medium,"High, Low, Medium",82,42
SAUCE,"Sauce, pasta, cheese or cream-based, commercial",100,G,1.4,5.3,0.1,2.7,6.8,88.2,Base Units,Low,Low,High,"Low, Low, High",33,91
SAUCE,"Sauce, pasta, tomato-based, commercial, heated",100,G,1.6,7.5,1.8,6.2,1.5,53.5,Base Units,Low,Medium,Low,"Low, Medium, Low",36,88
SAUCE,"Sauce, plum, commercial",100,G,0.1,56.5,0.6,48.2,0.8,234.8,Base Units,Very Low,Very High,Low,"Very Low, Very High, Low",21,103
SAUCE,"Sauce, rogan josh, commercial",100,G,1.5,6.2,1.9,3.1,4.1,71.5,Base Units,Low,Low,Medium,"Low, Low, Medium",32,92
SAUCE,"Sauce, salsa, tomato-based, commercial",100,G,1.3,6.3,1.6,4.9,0.0,33.6,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SAUCE,"Sauce, simmer for chicken, commercial",100,G,0.8,4.8,1.7,3.3,7.5,93.3,Base Units,Very Low,Low,High,"Very Low, Low, High",8,116
SAUCE,"Sauce, simmer, curry flavoured, commercial",100,G,2.1,10.7,2.3,7.1,6.9,117.9,Base Units,Low,Medium,High,"Low, Medium, High",38,86
SAUCE,"Sauce, soy, commercial",100,G,6.8,3.2,0.0,2.2,0.0,40.0,Base Units,Medium,Low,Very Low,"Medium, Low, Very Low",55,69
SAUCE,"Sauce, soy, commercial, reduced salt",100,G,5.4,2.7,0.0,1.7,0.0,32.4,Base Units,Medium,Low,Very Low,"Medium, Low, Very Low",55,69
SAUCE,"Sauce, tabasco, commercial",100,G,1.3,1.3,0.6,1.3,0.8,18.8,Base Units,Very Low,Low,Low,"Very Low, Low, Low",6,118
SAUCE,"Sauce, tomato, commercial",100,G,1.3,24.1,1.3,23.7,0.0,104.2,Base Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
SAUCE,"Sauce, tomato, commercial, reduced salt",100,G,1.3,24.1,1.3,23.7,0.0,104.2,Base Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
SAUCE,"Sauce, white, savoury, homemade",100,G,3.9,10.8,0.2,5.1,13.5,180.7,Base Units,Low,Medium,High,"Low, Medium, High",38,86
SAUCE,"Sauce, Worcestershire, commercial",100,G,1.3,17.6,0.0,16.9,0.2,77.4,Base Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
SAUCES,CALLOWFIT CEASAR STYLE SAUCE,15,G,0.1,1.2,0.0,3.3,0.0,7.0,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SAUCES,CELEBRATE HEALTH BBQ SAUCE - NO ADDED SUGAR,20,ML,0.2,1.6,0.0,3.3,0.0,7.0,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SAUCES,CELEBRATE HEALTH SWEET CHILLI SAUCE,20,ML,0.5,7.5,0.0,3.3,0.3,7.0,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
SAUCES,CHANGS CRISPY NOODLE SALAD DRESSING,12,ML,0.19,4.3,0.0,3.3,2.04,36.0,Base Units,Very Low,Low,Low,"Very Low, Low, Low",6,118
SAUCES,FOUNTAIN SOY & HONEY SAUCE (GLUTEN FREE),20,ML,2.0,6.8,0.0,3.3,4.0,28.0,Base Units,Low,Low,Medium,"Low, Low, Medium",32,92
SAUCES,FOUNTAIN SWEET CHILLI SAUCE,25,ML,0.0,11.75,0.0,3.3,0.0,50.0,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
SAUCES,KEWPIE MAYONNAISE,15,g,0.0,0.0,0.0,3.3,11.0,100.0,Base Units,Very Low,Very Low,High,"Very Low, Very Low, High",3,121
SAUCES,Kewpie Sriracha Mayonnaise 300g,100,G,0.2,2.5,0.0,1.5,5.5,60.0,Base Units,Very Low,Low,Medium,"Very Low, Low, Medium",7,117
SAUCES,KIKKOMAN TAMARI SOY SAUCE,15,ML,2.02,1.01,0.0,3.3,0.0,10.0,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
SAUCES,Leggo's Creamy Carbonara Pasta Sauce With Fresh Cream Onion& Cheese 490g,100,G,1.4,6.1,1.9,2.0,6.0,82.93,Base Units,Low,Low,Medium,"Low, Low, Medium",32,92
SAUCES,Leggo's Tomato Passata Sauce With Italian Herbs 700g,100,G,1.7,5.4,1.8,4.1,0.3,34.65,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
SAUCES,Leggo's Traditional Basil Pesto With Pecorino 190g,100,G,4.7,6.9,1.2,2.4,21.2,236.61,Base Units,Low,Low,Very High,"Low, Low, Very High",34,90
SAUCES,Woolworths Minced Garlic 500g,100,G,4.1,15.1,1.9,3.2,1.0,4.3,Base Units,Low,High,Low,"Low, High, Low",41,83
SAUCES,MUTTI PEST STYLE STIR THROUGH SAUCE,60,G,2.1,4.0,0.0,3.3,12.0,137.0,Base Units,Low,Low,High,"Low, Low, High",33,91
SAUCES,Nando's Mild Peri-peri Chilli Sauce Sauce 250g,100,G,0.8,1.5,0.0,1.4,4.3,9.79,Base Units,Very Low,Low,Medium,"Very Low, Low, Medium",7,117
SAUCES,Nando's Perinaise Mild Peri-peri Mayonnaise Sauce 265g,100,G,0.5,13.8,0.5,9.6,19.9,35.37,Base Units,Very Low,High,Very High,"Very Low, High, Very High",19,105
SAUCES,OYSTER SAUCE,15,G,0.75,4.35,0.0,3.3,0.07,20.0,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SAUCES,Praise Dressings Coleslaw 99% Fat Free 330ml,100,ML,1.0,27.2,0.0,19.6,1.0,24.85,Base Units,Very Low,High,Low,"Very Low, High, Low",16,108
SAUCES,Leggo's Pizza Sauce Double Concentrate Garlic Onion & Herbs Squeeze 400g,100,G,2.9,11.9,3.5,3.5,0.5,35.37,Base Units,Low,Medium,Very Low,"Low, Medium, Very Low",35,89
SAUCES,RED WINE VINEGAR,10,ML,0.0,0.02,0.0,3.3,0.0,2.0,Base Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SAUCES,SRIRACHA HOT CHILLI SAUCE,5,G,0.0,6.0,1.0,4.6,0.0,0.0,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SAUSAGE,"Sausage, beef, raw",100,G,14.5,2.9,0.0,0.4,18.7,237.9,Base Units,High,Low,Very High,"High, Low, Very High",84,40
SAUSAGE,"Sausage, beef, fried, no added fat",100,G,16.4,4.0,0.4,0.4,16.2,228.2,Base Units,High,Low,Very High,"High, Low, Very High",84,40
SAUSAGE,"Sausage, beef, grilled, no added fat",100,G,17.2,3.8,0.2,0.4,14.9,218.5,Base Units,High,Low,Very High,"High, Low, Very High",84,40
SAUSAGE,"Sausage, chicken, plain, fried, no added fat",100,G,18.2,4.9,0.6,0.8,12.0,201.6,Base Units,High,Low,High,"High, Low, High",83,41
SAUSAGE,"Sausage, chicken, flavoured, fried, no added fat",100,G,18.2,4.9,0.6,0.8,12.0,201.6,Base Units,High,Low,High,"High, Low, High",83,41
SAUSAGE,"Sausage, chorizo, uncooked",100,G,20.1,1.2,0.5,0.8,22.1,285.1,Base Units,High,Low,Very High,"High, Low, Very High",84,40
SAUSAGE,"Sausage, chorizo, fried, no added fat",100,G,21.2,1.3,0.5,0.8,23.3,300.7,Base Units,Very High,Low,Very High,"Very High, Low, Very High",109,15
SAUSAGE,"Sausage, lamb, plain, fried, no added fat",100,G,15.6,4.9,0.4,1.3,16.1,227.7,Base Units,High,Low,Very High,"High, Low, Very High",84,40
SAUSAGE,"Sausage, lamb, flavoured, fried, no added fat",100,G,15.6,4.9,0.4,1.3,16.1,227.7,Base Units,High,Low,Very High,"High, Low, Very High",84,40
SAUSAGE,"Sausage, pork, fried, no added fat",100,G,16.5,4.5,1.4,0.7,19.4,261.4,Base Units,High,Low,Very High,"High, Low, Very High",84,40
SAUSAGE,"Sausages & vegetables, canned",100,G,4.0,7.8,0.9,2.2,2.1,67.9,Base Units,Low,Medium,Low,"Low, Medium, Low",36,88
SAVOURY BISCUITS,"Biscuit, savoury, rice cracker, plain",100,G,7.0,78.8,0.9,0.7,4.3,383.7,Base Units,Medium,Very High,Medium,"Medium, Very High, Medium",72,52
SAVOURY BISCUITS,"Biscuit, savoury, rice cracker, flavoured (excluding seaweed)",100,G,7.1,74.1,1.5,0.2,6.7,388.1,Base Units,Medium,Very High,High,"Medium, Very High, High",73,51
SAVOURY BISCUITS,"Biscuit, savoury, rice cracker, seaweed flavoured",100,G,9.6,75.3,1.6,1.7,1.2,353.6,Base Units,High,Very High,Low,"High, Very High, Low",96,28
SAVOURY BISCUITS,"Biscuit, savoury, rice cracker, added vegetable powder",100,G,6.6,73.8,2.0,4.9,7.4,392.2,Base Units,Medium,Very High,High,"Medium, Very High, High",73,51
SAVOURY BISCUITS,"Biscuit, savoury, from white wheat flour, cheese-flavoured",100,G,12.0,56.4,2.9,3.2,24.2,497.2,Base Units,High,Very High,Very High,"High, Very High, Very High",99,25
SAVOURY BISCUITS,"Biscuit, savoury, from white wheat flour, flavoured (excluding cheese)",100,G,9.6,59.7,2.0,5.2,24.5,501.7,Base Units,High,Very High,Very High,"High, Very High, Very High",99,25
SAVOURY BISCUITS,"Biscuit, savoury, from white wheat flour, plain snack cracker style",100,G,8.1,66.3,3.4,6.7,20.7,490.7,Base Units,High,Very High,Very High,"High, Very High, Very High",99,25
SAVOURY BISCUITS,"Biscuit, savoury, from wheat flour, crispbread, puffed & toasted",100,G,12.3,66.1,3.3,3.6,5.6,370.6,Base Units,High,Very High,Medium,"High, Very High, Medium",97,27
SAVOURY BISCUITS,"Biscuit, savoury, from white wheat flour, Salada style",100,G,9.2,63.1,3.6,1.2,14.2,424.2,Base Units,High,Very High,High,"High, Very High, High",98,26
SAVOURY BISCUITS,"Biscuit, savoury, from white wheat flour, water cracker style",100,G,10.4,69.4,3.7,2.0,7.2,391.4,Base Units,High,Very High,High,"High, Very High, High",98,26
SAVOURY BISCUITS,"Biscuit, savoury, from white wheat flour, flaky cracker style",100,G,11.5,63.6,3.0,3.6,20.7,492.7,Base Units,High,Very High,Very High,"High, Very High, Very High",99,25
SAVOURY BISCUITS,"Biscuit, savoury, from wholemeal wheat flour, crispbread",100,G,10.6,59.1,9.9,2.0,8.1,371.5,Base Units,High,Very High,High,"High, Very High, High",98,26
SAVOURY BISCUITS,"Biscuit, savoury, from wholemeal wheat flour & rye flour, crispbread, puffed",100,G,14.0,69.1,7.6,1.5,3.8,381.8,Base Units,High,Very High,Low,"High, Very High, Low",96,28
SAVOURY BISCUITS,"Biscuit, savoury, corn cake, plain, salted",100,G,9.8,71.5,5.9,0.4,3.0,364.0,Base Units,High,Very High,Low,"High, Very High, Low",96,28
SAVOURY BISCUITS,"Biscuit, savoury, from rye flour, crispbread",100,G,8.8,60.6,16.5,2.8,1.3,322.3,Base Units,High,Very High,Low,"High, Very High, Low",96,28
SAVOURY BISCUITS,"Biscuit, savoury, rice cake, from brown rice, plain",100,G,8.8,76.3,3.5,0.8,3.5,378.9,Base Units,High,Very High,Low,"High, Very High, Low",96,28
SAVOURY BISCUITS,"Biscuit, savoury, seed based",100,G,20.1,6.0,14.6,1.4,49.6,580.0,Base Units,High,Low,Very High,"High, Low, Very High",84,40
SCONE,"Scone, plain, commercial",100,G,7.9,55.2,2.1,6.5,8.5,333.1,Base Units,High,Very High,High,"High, Very High, High",98,26
SCONE,"Scone, plain, homemade",100,G,8.0,50.7,1.4,6.8,9.4,322.2,Base Units,High,Very High,High,"High, Very High, High",98,26
SCONE,"Scone, fruit, commercial",100,G,6.4,59.3,2.6,22.9,6.6,327.4,Base Units,Medium,Very High,High,"Medium, Very High, High",73,51
SCONE,"Scone, pumpkin, homemade",100,G,7.4,47.9,1.7,9.3,7.4,291.2,Base Units,Medium,Very High,High,"Medium, Very High, High",73,51
SEASONINGS,"Taco seasoning mix, chilli-based",100,G,5.9,39.7,9.9,19.2,4.1,239.1,Base Units,Medium,High,Medium,"Medium, High, Medium",67,57
SEAWEEDS,"Seaweed, nori, dried",100,G,46.7,2.3,34.3,0.3,4.3,303.3,Base Units,Very High,Low,Medium,"Very High, Low, Medium",107,17
SEAWEEDS,"Seaweed, boiled, drained",100,G,8.4,0.4,6.2,0.0,0.8,54.8,Base Units,High,Low,Low,"High, Low, Low",81,43
SEED,"Cardamom seed, dried, ground",100,G,10.8,34.4,28.0,4.4,6.7,297.1,Base Units,High,High,High,"High, High, High",93,31
SEED,"Coriander seed, dried, ground",100,G,12.4,8.4,41.9,7.2,17.8,327.2,Base Units,High,Medium,Very High,"High, Medium, Very High",89,35
SEED,"Cumin (cummin) seed, dried, ground",100,G,17.8,33.7,10.5,2.2,22.3,427.7,Base Units,High,High,Very High,"High, High, Very High",94,30
SEED,"Fenugreek seed, dried",100,G,23.0,4.2,47.6,0.6,6.4,261.6,Base Units,Very High,Low,Medium,"Very High, Low, Medium",107,17
SEED,"Nutmeg, dried, ground",100,G,5.8,28.5,20.8,3.0,36.3,505.5,Base Units,Medium,High,Very High,"Medium, High, Very High",69,55
SEED,"Psyllium, uncooked",100,G,3.0,1.0,88.7,0.0,1.3,205.1,Base Units,Low,Low,Low,"Low, Low, Low",31,93
SEED,"Seed, chia, dried",100,G,23.8,3.1,33.2,0.7,29.8,442.2,Base Units,Very High,Low,Very High,"Very High, Low, Very High",109,15
SEED,"Seed, linseed or flaxseed",100,G,21.6,2.8,32.9,1.5,32.6,456.8,Base Units,Very High,Low,Very High,"Very High, Low, Very High",109,15
SEED,"Seed, poppy",100,G,18.0,8.6,19.5,3.0,41.6,519.8,Base Units,High,Medium,Very High,"High, Medium, Very High",89,35
SEED,"Seed, pumpkin, hulled & dried",100,G,30.2,2.1,4.6,1.3,45.0,543.4,Base Units,Very High,Low,Very High,"Very High, Low, Very High",109,15
SEED,"Seed, sunflower",100,G,24.7,3.1,13.0,24.7,3.1,165.1,Base Units,Very High,Low,Low,"Very High, Low, Low",106,18
SEED,"Tahini, sesame seed pulp",100,G,20.4,1.0,13.5,20.4,1.0,121.6,Base Units,Very High,Low,Low,"Very High, Low, Low",106,18
SEED,"Wattle seed (acacia), ground",100,G,20.3,10.5,54.2,20.3,10.5,326.1,Base Units,Very High,Medium,High,"Very High, Medium, High",113,11
SLICE,"Slice, brownie, chocolate, without nuts, commercial",100,G,7.1,45.6,2.6,36.3,23.1,423.9,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SLICE,"Slice, brownie, chocolate, with nuts, homemade",100,G,6.5,52.7,1.9,35.8,25.3,468.3,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SLICE,"Slice, caramel",100,G,5.3,52.4,0.8,41.8,24.4,452.0,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SNACKS,CARMENS PROTEIN BAR,1,BAR,10.4,14.2,0.0,3.3,11.1,190.0,Count Units,High,High,High,"High, High, High",93,31
SNACKS,GARMANS OAT SLICE BAR,1,BAR,4.5,40.7,0.0,3.3,11.7,294.0,Count Units,Low,High,High,"Low, High, High",43,81
SNACKS,LCM BAR - CHOC CHIP BAR,1,BAR,2.0,16.0,0.0,3.3,2.0,90.0,Count Units,Low,High,Low,"Low, High, Low",41,83
SNACKS,NATURE VALLEY PROTEIN PEANUT & CHOCOLATE BAR,1,BAR,10.0,15.0,0.0,3.3,12.0,197.0,Count Units,High,High,High,"High, High, High",93,31
SNACKS,NOSHU COOKIE,1,COOKIE,2.6,7.9,0.0,3.3,1.8,77.0,Unknown,Low,Medium,Low,"Low, Medium, Low",36,88
SNACKS,PEA HARVEST SNAPS ORIGINAL,19,G (1 SERVE),3.3,10.85,0.0,3.3,3.39,88.0,Unknown,Low,Medium,Low,"Low, Medium, Low",36,88
SNACKS,VEGEMITE,20,G,5.2,5.2,0.0,3.3,3.6,36.0,Base Units,Medium,Low,Low,"Medium, Low, Low",56,68
SNACKS,"Corn chips, plain, toasted, salted",100,G,7.5,56.0,5.2,0.6,25.0,489.4,Base Units,High,Very High,Very High,"High, Very High, Very High",99,25
SNACKS,"Extruded snack, cheese flavoured",100,G,8.8,53.5,3.2,2.5,25.8,487.8,Base Units,High,Very High,Very High,"High, Very High, Very High",99,25
SNACKS,"Snack, grain based, extruded, flavoured",100,G,7.4,54.2,6.9,6.6,22.6,463.6,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SNACKS,"Noodle snack, wheat, flavoured, dry",100,G,10.4,60.0,1.7,1.8,23.6,497.4,Base Units,High,Very High,Very High,"High, Very High, Very High",99,25
SNACKS,"Popcorn, commercial, butter flavoured, salted",100,G,9.1,49.6,8.8,0.6,26.5,490.9,Base Units,High,Very High,Very High,"High, Very High, Very High",99,25
SNACKS,"Potato crisps or chips, plain, salted",100,G,6.0,45.8,3.2,0.9,33.3,513.3,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SNACKS,"Potato crisps or chips, salt & vinegar flavoured",100,G,6.8,43.6,3.6,1.4,32.6,502.2,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SNACKS,"Potato crisps or chips, flavoured (other than salt & vinegar)",100,G,6.8,43.6,3.6,1.4,32.5,501.3,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SNACKS,"Potato crisps or chips, reformed, salted",100,G,5.7,55.1,2.8,1.9,34.1,555.7,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SNACKS,"Vegetable crisps or chips, sweet potato & taro, flavoured",100,G,3.0,47.7,6.3,12.4,31.1,495.3,Base Units,Low,Very High,Very High,"Low, Very High, Very High",49,75
SNACKS,"Potato straws, French fries, plain",100,G,6.9,51.6,3.2,0.2,31.0,519.4,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SNACKS,"Taco shell, from corn flour, plain",100,G,6.8,56.3,7.3,1.1,21.8,463.2,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SODIUM,MUSTARD SAUCE,2,TBSP,0.57,1.41,0.0,3.3,5.38,61.0,Container Units,Very Low,Low,Medium,"Very Low, Low, Medium",7,117
SODIUM,PINK SALT /LOW CALORIE SAUCE,1,TSP,0.0,0.0,0.0,3.3,0.0,0.0,Container Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SODIUM,SOY SAUCE,1,TBSP,1.3,0.78,0.0,3.3,0.09,8.0,Container Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SODIUM,SWEET CHILLI SAUCE,1,TBSP,0.0,6.0,1.0,6.0,0.0,25.0,Container Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SODIUM,TOMATO SAUCE,30,G,0.42,2.41,0.0,3.3,0.44,14.0,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SODIUM,OLD EL PASO TACO SEASONING,1,SACHET (28G),1.68,16.8,0.0,3.3,1.68,84.0,Unknown,Low,High,Low,"Low, High, Low",41,83
SOFT DRINKS,"Soft drink, cola flavour",100,G,0.0,12.3,0.0,12.3,0.2,51.0,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
SOFT DRINKS,"Soft drink, cola flavour, decaffeinated",100,G,0.0,12.3,0.0,12.3,0.2,51.0,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
SOFT DRINKS,"Soft drink, cola flavour, intense sweetened or diet",100,G,0.0,0.0,0.0,0.0,0.0,0.0,Base Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SOFT DRINKS,"Soft drink, cola flavour, intense sweetened or diet, decaffeinated",100,G,0.0,0.0,0.0,0.0,0.0,0.0,Base Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SOFT DRINKS,"Soft drink, energy drink, Red Bull",100,G,0.1,10.8,0.0,10.8,0.0,43.6,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
SOFT DRINKS,"Soft drink, energy drink, V",100,G,0.1,10.8,0.0,10.8,0.0,43.6,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
SOFT DRINKS,"Soft drink, fruit flavours",100,G,0.0,8.8,0.0,8.8,0.0,35.2,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
SOFT DRINKS,"Soft drink, fruit flavours, intense sweetened or diet",100,G,0.0,0.0,0.0,0.0,0.0,0.0,Base Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SOFT DRINKS,"Kombucha, flavoured, added juice or intense sweeteners",100,G,0.0,0.9,0.1,0.8,0.0,3.8,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SOFT DRINKS,"Soft drink, tonic water",100,G,0.0,8.8,0.0,8.8,0.0,35.2,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
SOFT DRINKS,"Soft drink, tonic water, intense sweetened or diet",100,G,0.0,0.0,0.0,0.0,0.0,0.0,Base Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SPICES,Curry powder,100,G,14.3,2.8,53.2,2.8,14.0,300.8,Base Units,High,Low,High,"High, Low, High",83,41
SPICES,Mustard powder,100,G,29.4,17.2,5.0,5.0,39.5,551.9,Base Units,Very High,High,Very High,"Very High, High, Very High",119,5
SPIRITS,"Alcoholic beverage, spirit, approximately 30% v/v, all (Brandy, Gin, Rum, Vodka and Whisky), cooked",100,G,0.0,0.3,0.0,0.3,0.0,1.2,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SPIRITS,"Alcoholic beverage, spirit, approximately 40% v/v, all (Brandy, Gin, Rum, Vodka and Whisky)",100,G,0.0,0.1,0.0,0.1,0.0,0.4,Base Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SPREADS,"Peanut butter, smooth & crunchy, added sugar & salt",100,G,22.2,14.3,5.8,8.6,49.6,604.0,Base Units,Very High,High,Very High,"Very High, High, Very High",119,5
SPREADS,"Peanut butter, smooth & crunchy, no added sugar or salt",100,G,24.3,9.4,6.5,5.2,54.3,636.5,Base Units,Very High,Medium,Very High,"Very High, Medium, Very High",114,10
